international_id,helmet_brand,tape_color,pregame_music_genre,locker_room_role,training_pct,uses_tinted_visor,left_skate_first,brings_backup_stick,morning_skate_attended,hydration_pct,pass_drill_success_pct,0x676f6c64656e5f7469707073,video_review_completion_pct,extra_sticks_packed,warmup_laps,bus_seat_number,autographs_signed_week,skate_hollow_inches,avg_shoot_speed,shot_power_score,sleep_hours_before_game,stick_blade_curve_mm,travel_fatigue_score,recovery_balance_minutes,selection_probability
1128,Warrior,red,pop,joker,57.297005,0,1,1,0,66.35,45.6,yankee,55.66,4,7,49,3,0.664,76.2,43.44,8.56,11.68,-2.2,-151,0.053641
1129,TRUE,white,hip hop,joker,60.411193,1,1,0,0,78.68,53.04,kilo,55.34,1,8,46,9,0.938,79.16,46.99,9.92,4.17,-2.32,-157,0.629431
1130,TRUE,red,metal,hype,48.608553,1,0,1,0,72.99,64.63,xray,28.61,4,3,55,2,0.682,80.79,48.95,5.24,6.92,-3.95,-173,0.957253
1131,CCM,white,country,mentor,,0,0,1,0,63.12,40.45,papa,80.58,1,8,51,4,0.968,87.34,56.81,7.17,10.44,-0.61,-79,0.507884
1132,Sherwood,black,rock,mentor,44.742394,0,1,1,1,82.8,69.66,echo,23.43,4,7,4,4,0.781,88.66,58.39,8.5,17.68,-0.6,-50,0.835209
1133,CCM,red,metal,quiet,50.035547,0,0,0,1,89.8,61.38,charlie,56.45,5,4,31,3,0.82,80.56,48.67,7.13,16.21,-1.77,-111,0.650546
1134,Bauer,black,metal,mentor,42.091591,0,1,1,1,54.16,82.32,yankee,58.39,3,5,8,8,0.513,70.1,36.12,6.32,17.78,-4.91,-158,0.933217
1135,Bauer,green,pop,mentor,50.859398,0,1,0,1,92.29,76.04,whiskey,89.17,4,4,18,5,0.742,84.51,53.41,8.18,14.02,-1.51,-64,0.652574
1136,Warrior,red,metal,hype,56.214085,1,1,1,1,88.43,47.2,oscar,74.08,0,7,45,3,0.408,93.49,,8.51,4.5,-1.94,-111,0.762897
1137,TRUE,white,pop,mentor,20.561309,1,0,0,0,55.75,69.21,xray,29.55,0,7,9,8,0.508,89.52,,6.2,9.7,-5.6,-135,0.753247
1138,Warrior,red,country,quiet,54.225359,0,1,1,0,51.36,88.66,uniform,69.15,2,6,38,3,0.518,76.75,44.1,8.3,15.67,-5.26,-142,0.973875
1139,Bauer,red,rock,joker,61.688873,0,0,0,0,58.9,71.17,yankee,72.02,0,6,50,3,0.621,80.57,48.68,7.56,11.11,-1.4,-131,0.752198
1140,CCM,black,electronic,planner,51.904136,0,0,1,1,95.17,72.37,uniform,49.28,3,5,12,5,0.641,79.57,47.48,6.91,9.73,-4.93,-133,0.458962
1141,Bauer,red,hip hop,planner,61.037755,0,1,1,1,50.64,44.18,romeo,77.89,3,4,32,3,0.593,86.43,55.72,8.79,17.98,-3.14,-171,0.109304
1142,Sherwood,white,electronic,mentor,45.285441,1,0,1,1,89.44,68.65,juliett,55.66,0,7,20,7,0.586,78.89,46.67,9.17,5.51,-5.64,-144,0.433397
1143,Bauer,black,pop,joker,70.375011,0,0,1,1,88.17,43.96,whiskey,61.03,5,7,12,11,0.414,78.88,46.66,7.4,10.44,-3.27,-8,0.093448
1144,Sherwood,white,metal,mentor,72.194212,0,0,0,0,80.29,43.46,charlie,44.4,2,4,33,6,0.861,72.38,38.86,9.8,10.96,-0.86,-22,0.563582
1145,CCM,red,electronic,quiet,43.507819,1,0,0,1,51.52,76.93,lima,77.93,5,1,17,5,0.73,101.04,73.25,7.34,8.33,-2.38,-127,0.903938
1146,Warrior,white,hip hop,joker,51.264196,0,0,1,1,82.51,64.46,whiskey,64.76,1,7,14,3,0.551,73.15,,9.52,17.41,-1.91,-61,0.052282
1147,Warrior,white,metal,quiet,28.368339,1,1,1,1,56.73,53.11,lima,44.26,2,4,48,4,0.568,80.6,48.72,7.8,9.91,-0.95,-60,0.262567
1148,TRUE,white,country,quiet,53.537223,0,0,1,0,75.76,62.89,mike,38.1,2,6,9,11,0.829,77.48,44.98,7.63,5.25,-1.09,-34,0.524533
1149,Warrior,blue,rock,mentor,33.259806,1,0,1,0,94.89,41.32,foxtrot,17.82,1,7,52,7,0.57,84.29,53.15,7.51,12.71,-2.27,-139,0.884855
1150,CCM,black,electronic,planner,57.309329,1,1,1,1,50.54,48.71,xray,43.71,5,3,52,3,0.781,88.64,58.37,6.56,13.71,-1.64,-138,0.821749
1151,Bauer,red,country,quiet,33.8755,0,0,1,1,86.57,67.9,lima,25.27,4,4,54,8,0.787,92.84,,7.59,11.41,-1.23,-12,0.264685
1152,Bauer,white,rock,planner,67.515238,1,0,1,1,99.25,47.15,mike,87.25,1,8,30,7,0.636,73.21,39.85,7.59,12.09,-5.17,-81,0.681175
1153,Warrior,green,country,joker,54.183547,1,0,1,1,76.6,79.51,lima,91.89,3,5,12,5,0.713,73.97,40.76,8.01,9.9,-0.52,-179,0.046833
1154,CCM,white,country,mentor,51.772939,1,1,0,1,91.46,73.58,uniform,37.25,2,8,45,6,0.845,72.25,38.7,5.37,10.46,-0.76,-130,0.406386
1155,Warrior,black,pop,quiet,33.538811,0,1,1,1,63.54,67.11,bravo,39.59,2,1,21,3,0.865,81.21,49.45,7.43,15.16,-3.85,-38,0.588318
1156,TRUE,black,electronic,quiet,53.870035,1,1,0,1,56.24,45.79,quebec,30.83,3,6,51,1,0.725,79.07,46.88,6.92,17.6,-1.05,-141,0.57652
1157,Bauer,white,hip hop,joker,38.235421,0,0,1,1,71.67,80.52,papa,43.14,4,7,54,9,0.466,74.27,41.12,7.42,13.56,-6.35,-126,0.539104
1158,Bauer,white,electronic,hype,34.327559,0,0,1,0,88.9,80.63,november,7.23,2,8,10,8,0.921,82.8,51.36,8.83,5.14,-0.99,-61,0.16421
1159,CCM,red,hip hop,joker,65.216268,1,0,1,0,80.86,38.86,mike,51.02,2,1,45,4,0.775,74.74,41.69,5.65,5,-1.33,-131,0.189156
1160,CCM,red,pop,quiet,68.455576,1,0,1,0,79.33,81.4,xray,63.57,0,2,44,6,0.833,71.04,37.25,7.62,8.9,-1.35,-75,0.938697
1161,Bauer,black,electronic,joker,53.42844,1,1,1,1,56.52,43.39,victor,13.45,4,4,13,5,0.878,72.7,39.24,7.28,13.17,-5.03,-19,0.68205
1162,CCM,green,country,quiet,84.596378,0,1,1,1,86.51,43.52,juliett,85.95,4,7,22,9,0.716,78.37,46.04,6.69,15.98,-0.76,-158,0.41017
1163,CCM,red,country,hype,39.00579,1,1,0,0,69.55,67.7,sierra,37.61,2,6,1,3,0.965,86.35,55.62,6.62,7.21,-4.2,-40,0.861777
1164,Bauer,black,metal,mentor,71.185486,0,0,1,1,71.86,56.19,yankee,36.6,4,2,32,6,0.922,69.59,35.51,6.74,7.53,-1.38,-174,0.960457
1165,CCM,black,rock,quiet,42.184907,1,1,1,1,79.56,51.03,bravo,29.61,0,2,32,1,0.55,81.03,49.24,7.36,12.38,-2.4,-124,0.020519
1166,Bauer,white,rock,quiet,41.662667,0,0,1,1,68.41,35.68,oscar,29.81,3,5,27,5,0.699,92.84,63.41,7.63,6.03,-1.52,-76,0.300434
1167,Sherwood,black,metal,joker,39.144362,0,1,1,1,56.96,39.02,charlie,42.31,0,7,4,4,0.455,74.32,41.18,6.15,7.46,-5.59,-123,0.67369
1168,Warrior,black,metal,hype,60.549653,1,0,1,0,87.41,74.18,yankee,90.01,0,5,29,8,0.795,73.54,40.25,7.49,17.41,-0.35,-96,0.970286
1169,Bauer,white,metal,planner,39.969357,0,0,0,1,68.47,71.42,alpha,43.6,4,4,29,7,0.535,84.58,53.5,8.41,6.14,-6.91,-44,0.188112
1170,CCM,green,hip hop,planner,46.122307,0,0,0,0,82.01,85.49,hotel,73.55,1,8,27,3,0.448,85.46,54.55,8.31,6.61,-2.41,-167,0.865304
1171,Warrior,red,rock,mentor,49.503162,0,0,1,1,97.11,74.09,xray,16.84,4,5,46,6,0.774,75.27,42.32,8.21,8.73,-3.22,-93,0.701667
1172,CCM,black,electronic,quiet,45.686397,0,1,1,0,84.21,37.27,golf,76.62,0,7,3,4,0.943,73.86,40.63,6.02,13.84,-0.43,-110,0.539806
1173,Warrior,blue,metal,mentor,40.539363,0,0,1,1,70.57,72.4,uniform,57.84,5,3,42,1,0.485,80.66,48.79,9.17,12.13,-4.63,-13,0.766801
1174,TRUE,black,metal,joker,67.148039,0,0,1,1,77.61,66.32,delta,66.58,1,7,17,8,0.636,74.48,41.38,5.14,6.56,-4.64,-152,0.98253
1175,TRUE,red,metal,mentor,32.351556,0,0,1,1,62.4,48.95,foxtrot,36.3,1,1,50,11,0.483,84.73,53.68,7.73,17.39,-1.39,-126,0.889581
1176,Bauer,white,hip hop,planner,51.371919,0,0,1,1,79.3,78.95,uniform,53.94,2,7,2,9,0.915,87.9,57.48,8.2,7.13,-0.78,-7,0.026718
1177,CCM,black,hip hop,quiet,45.150978,0,1,1,1,67.34,65.16,oscar,73.08,0,3,10,8,0.95,85.25,54.3,7.28,15.71,-1.6,-55,0.242113
1178,CCM,green,hip hop,mentor,67.520794,0,0,1,1,79.57,77.43,uniform,73.12,5,8,24,7,0.827,68.19,33.83,5.89,11.76,-0.62,-177,0.012514
1179,Bauer,black,metal,hype,66.375088,0,0,1,1,77.78,79.53,quebec,57.57,5,3,28,5,0.868,86.05,55.26,8.18,14.98,-4.61,-84,0.865573
1180,Sherwood,black,rock,planner,44.594334,0,1,0,1,71.77,66.61,bravo,44.16,1,7,51,7,0.935,87.99,57.59,7.47,13.61,-3.97,-45,0.467
1181,Sherwood,black,country,hype,35.60649,0,1,0,1,98.26,68.29,mike,21.11,5,4,13,7,0.602,80.5,48.6,7.44,16,-6.72,-11,0.1546
1182,Warrior,black,rock,quiet,,0,1,1,0,91.02,43.66,uniform,80.15,4,6,46,6,0.951,83.87,52.64,5.57,7,-3.84,-54,0.257247
1183,Bauer,black,pop,quiet,64.004538,1,0,1,0,63.72,34.55,yankee,51.25,0,3,54,5,0.775,76.67,,8.21,8.97,-3.12,-176,0.067608
1184,Bauer,green,hip hop,mentor,41.03953,1,0,0,1,57.4,89.84,zulu,66.6,5,5,19,2,0.738,90,60,6.63,5.05,-1.98,-135,0.21753
1185,Bauer,white,country,planner,49.119451,0,0,1,0,95.98,84.36,bravo,8.9,3,2,34,4,0.552,74.64,41.57,9.14,12.59,-1.33,-158,0.567447
1186,Warrior,blue,electronic,planner,53.832863,0,1,1,1,53.06,90.5,xray,72.3,0,2,4,6,0.596,71.41,37.69,5.83,10.25,-3.69,-52,0.679759
1187,Bauer,black,hip hop,quiet,50.981941,0,0,1,1,59.98,66.83,victor,80.9,4,1,30,4,0.417,82.47,50.96,5.65,16.4,-3.46,-104,0.233971
1188,Warrior,black,pop,mentor,37.916362,0,0,1,0,99.71,68.07,hotel,27.76,1,2,20,3,0.89,86.11,55.33,6.5,9.35,-11.24,-68,0.295786
1189,Sherwood,white,pop,mentor,40.681121,0,1,0,1,71.12,26.83,tango,42.59,4,5,38,4,0.593,88.71,58.45,7.46,7.35,-2.46,-78,0.927484
1190,Bauer,blue,pop,quiet,59.990017,0,1,0,1,94.75,75.97,charlie,63.34,4,4,37,2,0.537,77,44.4,7.47,8.33,-2.76,-128,0.643936
1191,Sherwood,white,pop,joker,27.298119,1,0,1,0,76.86,42.84,echo,29.02,2,4,27,2,0.784,80.72,48.86,7.13,7.21,-0.3,-10,0.805371
1192,CCM,white,pop,mentor,32.242076,0,1,1,1,77.01,57.21,mike,74.98,0,2,41,5,0.576,81.77,50.12,8.7,16.91,-1.76,-115,0.196639
1193,CCM,black,pop,mentor,23.223826,0,0,1,0,51.87,83.4,india,80.17,1,2,23,5,0.865,78.84,46.61,7.9,10.28,-0.4,-94,0.754535
1194,Bauer,white,rock,joker,79.440611,0,1,0,1,46.59,68.11,romeo,94.05,4,1,17,5,0.408,78.95,46.74,5.35,15.6,-1.8,-145,0.10716
1195,Bauer,white,pop,planner,39.354845,0,1,1,1,56.91,42.34,zulu,64.36,5,3,37,3,0.933,89.3,59.16,7.39,6.3,-3.61,-83,0.230551
1196,Warrior,black,electronic,quiet,45.761168,0,1,1,1,82.44,56.31,golf,61.99,3,7,47,3,0.734,69.38,35.26,9.38,13.27,-2.26,-9,0.498867
1197,Warrior,white,country,planner,64.775779,0,1,1,1,97.54,83.87,delta,76.3,3,5,17,5,0.567,81.34,49.61,8.42,10.41,-3.69,-44,0.07502
1198,TRUE,green,rock,mentor,45.355195,0,0,0,1,92.37,44.65,hotel,29.94,5,1,2,4,0.774,69.96,35.95,7.56,13.06,-5.41,-86,0.557827
1199,Bauer,black,electronic,quiet,42.406484,0,0,0,1,54.14,58.03,mike,74.33,5,2,48,4,0.879,71.08,37.3,7.05,4.63,-2.34,-100,0.455871
1200,Warrior,black,electronic,quiet,58.673435,0,0,1,1,73.54,62.9,whiskey,47.19,5,3,2,6,0.87,71.52,37.82,5.82,11.66,-5.98,-138,0.974584
1201,Warrior,white,hip hop,joker,44.782483,0,1,1,1,87.35,32.37,foxtrot,72.78,4,5,8,7,0.816,93.69,64.43,5.24,9.33,-0.99,-66,0.895552
1202,CCM,white,electronic,mentor,42.095245,0,0,1,1,70.37,37.19,juliett,46.8,0,4,32,2,0.616,67.21,32.65,6.65,4.62,-5.86,-22,0.418463
1203,Bauer,white,metal,quiet,30.083642,0,0,0,1,55.91,50.39,whiskey,70.84,5,8,16,7,0.858,81.72,50.06,8.07,15.41,-3.99,-116,0.376891
1204,Warrior,black,pop,quiet,38.81383,0,1,1,1,75.94,46.58,golf,31.01,0,7,47,5,0.487,76.34,43.61,7.51,6.1,-1.87,-146,0.514993
1205,Sherwood,white,pop,hype,50.436682,1,1,1,1,98.06,73.66,xray,17.12,2,1,36,8,0.947,92.5,63,9.12,12.16,-1.38,-146,0.880619
1206,TRUE,white,country,mentor,45.508465,1,1,1,0,64.53,40.3,yankee,81.39,5,1,38,2,0.59,96.19,67.43,6.61,6.37,-3.14,-120,0.313608
1207,Sherwood,blue,metal,quiet,38.202925,0,0,1,0,79.64,70.37,xray,59.53,5,4,43,3,0.615,77.97,,5.56,12.32,-4.12,-78,0.684129
1208,Bauer,black,pop,quiet,69.041162,0,1,0,1,80.01,86.09,alpha,36.96,0,1,28,4,0.88,81.74,50.09,8.34,10.66,-3.48,-10,0.020227
1209,Warrior,green,rock,mentor,63.882934,0,1,1,1,65.22,59.41,zulu,57.88,4,5,4,8,0.764,79.93,47.92,7.78,13.71,-2.65,-21,0.683831
1210,CCM,black,country,hype,71.556769,1,1,1,1,79.01,70.26,uniform,84.75,5,3,30,6,0.495,77.89,45.47,7.24,15.43,-2.01,-165,0.025252
1211,CCM,green,electronic,planner,68.858328,0,0,1,1,90.65,77.51,whiskey,19.15,2,5,2,3,0.584,81.14,49.37,6.09,9.21,-2.63,-49,0.090252
1212,CCM,black,electronic,hype,46.776641,0,0,0,1,61.27,32.34,tango,30.34,2,2,31,3,0.518,71.99,38.39,7.5,12.76,-3.33,-98,0.188637
1213,Warrior,black,electronic,joker,90.941274,0,1,1,0,71.49,56.13,charlie,32.49,1,2,9,5,0.547,79.21,47.05,6.3,17.82,-3.04,-18,0.113272
1214,TRUE,black,rock,planner,33.178447,0,1,1,0,50.82,71.62,tango,78.7,5,6,22,9,0.492,86.2,55.44,8.63,6.42,-3.94,-19,0.712596
1215,CCM,blue,metal,quiet,50.492708,0,1,1,1,83.87,73.9,hotel,20.51,4,2,14,3,0.743,77.34,44.81,5.82,4.67,-2.21,-152,0.858671
1216,Warrior,white,hip hop,quiet,29.152855,0,1,1,1,60.43,83.31,sierra,45.53,4,5,25,11,0.878,80.24,48.29,5.71,14.49,-8.65,-124,0.468229
1217,CCM,white,hip hop,quiet,83.308578,0,1,1,1,75.89,26.53,romeo,33.59,3,6,10,5,0.97,72.13,38.56,8.56,13.74,-2.77,-122,0.824925
1218,CCM,green,country,quiet,75.652696,0,1,1,1,68.71,49.38,kilo,91.51,0,2,38,5,0.417,81.06,49.27,8.11,4.4,-1.42,-38,0.604535
1219,Bauer,black,metal,quiet,54.51437,1,0,0,1,85.75,61.59,delta,72.05,3,3,34,6,0.807,87.55,57.06,9.45,4.79,-3.55,-18,0.080468
1220,Bauer,black,hip hop,mentor,41.206355,1,0,0,1,60.43,58.71,foxtrot,71.1,3,2,36,12,0.835,84.19,,6.84,5.3,-1.42,-12,0.894504
1221,CCM,black,pop,quiet,48.534222,0,1,1,1,96.59,56.46,golf,39.77,2,1,42,2,0.527,70.63,36.76,7.42,16.97,-1.37,-142,0.503773
1222,Sherwood,white,rock,mentor,,0,1,1,0,83.6,41.43,charlie,24.3,3,2,49,4,0.69,70.95,37.14,5.05,16.05,-3.13,-147,0.078531
1223,Sherwood,black,metal,mentor,39.852928,0,1,1,1,81.6,60.59,kilo,31.64,2,2,52,4,0.798,82.84,51.41,6.4,5.86,-2.39,-162,0.619843
1224,TRUE,black,hip hop,hype,42.3079,0,1,1,1,69,39.15,foxtrot,79.94,0,7,51,6,0.993,85.07,54.08,7.88,9.46,-3.26,-138,0.090798
1225,CCM,black,rock,quiet,80.323483,0,0,1,0,50.77,59.01,tango,66.1,1,4,41,5,0.509,80.16,48.19,7.97,7.08,-2.66,-28,0.675312
1226,Warrior,white,country,mentor,69.004571,1,0,0,1,54.58,76.93,echo,10.91,3,4,53,5,0.768,76.72,,6.96,12.12,-4.72,-160,0.07546
1227,Sherwood,black,metal,joker,68.065297,0,0,0,0,60.24,96.02,juliett,77.26,5,8,40,9,0.786,70.91,37.09,8.74,7.74,-1.16,-40,0.826392
1228,Bauer,black,metal,hype,57.736364,0,0,1,0,48.42,38.15,papa,42.88,4,1,5,4,0.56,79.24,47.09,7.2,5.36,-2.44,-58,0.012758
1229,CCM,white,electronic,hype,65.595342,0,1,0,0,80.39,75.05,uniform,22.03,0,6,34,1,0.62,74.36,41.23,5.44,9.86,-1.23,-16,0.035453
1230,CCM,black,rock,mentor,18.972771,1,0,1,1,47.26,66.2,whiskey,60.47,3,6,36,3,0.845,79.71,47.65,6.66,15.73,-3.54,-157,0.708846
1231,TRUE,black,rock,joker,42.478785,0,0,0,0,69.49,56.97,hotel,25.09,3,4,16,6,0.673,86.2,55.44,7.56,17.34,-0.59,-41,0.565108
1232,CCM,white,hip hop,quiet,66.577199,0,0,1,1,90.99,53.27,romeo,79.72,0,7,41,5,0.859,68.69,34.43,6.15,10.03,-2.81,-71,0.119276
1233,Sherwood,green,country,quiet,25.727768,0,1,1,1,52.2,63.04,alpha,21.38,1,1,33,7,0.632,66.49,31.79,9.06,9.09,-1.91,-178,0.571375
1234,Bauer,blue,electronic,joker,53.992096,0,1,0,0,94.13,54.67,whiskey,27.26,2,7,37,6,0.992,76.89,44.27,7.32,4.32,-1.93,-176,0.931337
1235,CCM,blue,metal,mentor,50.666787,0,0,1,0,66.88,37.09,charlie,75.9,5,2,15,6,0.853,78.19,45.83,7.83,4.32,-4.69,-114,0.662713
1236,CCM,white,rock,planner,33.164757,0,1,0,1,80.79,58.08,xray,66.11,0,2,18,11,0.499,80.39,48.47,6.16,14.39,-0.17,-77,0.70209
1237,Bauer,black,pop,quiet,35.461367,0,0,0,0,78.36,83.74,india,88.64,0,4,39,6,0.543,86.14,55.37,6.34,13.6,-0.32,-106,0.386793
1238,Sherwood,white,metal,hype,53.679237,1,0,0,1,66.17,39.47,yankee,48.54,0,5,36,6,0.434,81.04,49.25,7.31,14.94,-2.71,-69,0.128718
1239,Warrior,blue,pop,joker,38.795305,0,0,1,1,68.93,57.26,whiskey,38.69,5,1,32,3,0.9,72.66,39.19,8.61,7.74,-3.46,-124,0.062071
1240,Warrior,black,metal,quiet,54.025133,0,0,1,1,53.9,72.6,bravo,14.72,1,8,29,4,0.738,72.95,,6.48,9.72,-1.72,-87,0.571885
1241,Bauer,green,metal,quiet,41.004313,1,0,0,1,98.81,89.78,alpha,63.17,2,3,28,6,0.384,86.8,56.16,9.02,9.95,-1.78,-96,0.276249
1242,TRUE,blue,electronic,hype,46.63181,0,0,1,0,58.76,35.13,mike,57.31,2,8,32,2,0.736,83.5,52.2,7.37,16.92,-0.89,-104,0.853673
1243,Sherwood,white,metal,joker,40.046239,0,0,1,1,67.23,49.23,november,32.56,5,2,32,3,0.99,84.4,53.28,6.43,10.05,-4.59,-10,0.143543
1244,TRUE,white,hip hop,planner,48.874414,0,0,0,1,52.15,70,golf,81.52,0,4,26,4,0.637,73,39.6,7.49,11.68,-1.08,-6,0.519453
1245,CCM,blue,pop,mentor,39.119492,0,0,1,0,49.11,49.39,sierra,33.18,0,8,18,4,0.723,88.58,58.3,8.46,14.67,-4.61,-46,0.271727
1246,Warrior,green,metal,quiet,21.856815,1,1,1,0,46.27,45.16,delta,80.73,5,4,54,3,0.643,83.2,51.84,6.14,14.72,-1.57,-107,0.459462
1247,CCM,black,pop,mentor,47.311811,0,1,1,1,67.67,59.81,quebec,68.22,3,2,37,3,0.854,81.78,50.14,5.94,6.26,-3.42,-74,0.186274
1248,Bauer,black,pop,planner,27.472615,0,1,1,1,46.79,54.97,india,36.29,3,7,35,4,0.829,83.88,52.66,6.95,11.44,-0.6,-19,0.362813
1249,TRUE,white,electronic,mentor,45.2612,0,1,0,1,71.29,83.92,papa,19.79,1,7,46,5,0.746,85.09,54.11,8.24,11.37,-2.37,-151,0.281394
1250,Bauer,black,pop,quiet,27.242292,0,0,1,0,81.78,50.37,oscar,13.64,4,3,43,4,0.406,79.8,47.76,5.41,8.8,-2.3,-23,0.773577
1251,CCM,black,electronic,hype,42.569566,1,1,1,1,59.58,63.68,quebec,69.6,4,2,42,3,0.675,71.87,38.24,5.83,6.13,-1.31,-110,0.409097
1252,Sherwood,white,hip hop,hype,63.224599,0,1,1,1,48.99,67.24,foxtrot,37.38,0,1,11,4,0.965,83.71,52.45,7.99,13.77,-1.96,-73,0.903024
1253,Warrior,white,country,quiet,42.938047,0,1,1,1,76.19,70.98,romeo,69.18,1,5,46,3,0.976,86.2,55.44,8.15,13.04,-4,-106,0.740615
1254,CCM,black,metal,quiet,62.963927,0,1,0,0,86.06,83,hotel,30.78,4,6,30,4,0.53,80.17,48.2,7.58,17.56,-0.96,-143,0.861711
1255,Bauer,white,electronic,hype,45.787088,0,1,1,1,75.9,47.43,xray,79.79,5,2,8,4,0.784,84.05,,6.16,6.2,-1.09,-33,0.355232
1256,TRUE,white,electronic,planner,46.557394,1,1,1,0,47.41,40.58,india,54.87,1,4,30,7,0.547,83.35,52.02,5.43,15.57,-2.63,-82,0.377008
1257,CCM,black,pop,planner,26.25851,0,0,1,0,90.72,53.33,juliett,47.04,5,5,10,4,0.912,88.17,,7,16.3,-1.07,-164,0.41596
1258,CCM,black,metal,quiet,35.594144,0,1,0,1,66.75,72.42,uniform,73.73,2,2,36,5,0.411,85.84,,8.67,6.62,-3.61,-40,0.160048
1259,Bauer,black,metal,joker,60.107553,0,1,1,0,48.93,39.05,hotel,81.94,5,2,42,6,0.953,86.74,56.09,7.46,14.88,-2.68,-159,0.839521
1260,CCM,black,metal,hype,74.47333,0,0,1,1,89.53,53.93,alpha,73.41,2,4,21,10,0.842,84.02,52.82,6.46,4.08,-3.9,-85,0.046953
1261,CCM,black,hip hop,joker,35.98678,0,0,0,1,93.92,43.06,india,33.44,0,6,12,5,0.827,81.23,49.48,9.25,8.14,-4.12,-73,0.365372
1262,Bauer,white,hip hop,hype,58.035324,1,0,1,1,81.59,49.1,sierra,39.95,2,7,19,0,0.828,88.76,,7.43,4.13,-2.53,-161,0.653364
1263,CCM,green,pop,hype,60.180437,0,0,0,1,98.72,22.25,victor,36.83,4,4,1,11,0.86,76.46,43.75,6.13,14.58,-3.36,-99,0.932392
1264,TRUE,black,pop,planner,71.097146,0,0,0,1,69.55,71.61,tango,60.14,3,1,3,5,0.501,75.23,42.28,6.83,7.61,-1.41,-9,0.940023
1265,CCM,blue,country,quiet,40.350162,0,0,1,0,95.94,59.99,india,66.73,3,3,53,4,0.668,77.21,44.65,5.28,10.83,-1.47,-115,0.367821
1266,Bauer,white,pop,quiet,56.820098,0,1,0,1,56.23,46.21,sierra,77.54,3,5,4,2,0.408,75.09,42.11,6.41,14.5,-1.52,-91,0.450506
1267,TRUE,white,pop,mentor,27.152001,0,0,0,1,80.74,30.84,oscar,13.17,5,8,54,6,0.395,66.9,32.28,5.71,15.8,-1.59,-76,0.398568
1268,TRUE,white,hip hop,planner,25.613025,1,1,1,0,63.98,49.56,alpha,24.27,0,5,38,6,0.376,85.01,54.01,7.49,8.82,-1.09,-97,0.292946
1269,CCM,green,country,joker,28.18505,0,1,1,1,45.33,38.54,quebec,66.89,1,4,51,9,0.498,77.04,44.45,6.51,8.56,-1.35,-9,0.598434
1270,Warrior,white,country,joker,56.330419,0,0,1,1,68.93,82,sierra,30.97,5,8,30,5,0.576,75.11,42.13,6.43,10.09,-2.62,-164,0.485551
1271,Bauer,white,pop,quiet,44.60204,0,1,1,1,70.28,79.81,charlie,73.43,1,5,33,3,0.484,75.18,42.22,9.25,13.03,-1.74,-24,0.699921
1272,Warrior,black,hip hop,planner,73.247844,0,1,1,1,45.09,88.29,golf,33.79,5,7,21,6,0.953,86.72,56.06,8.81,14.79,-1.58,-161,0.855736
1273,TRUE,blue,country,joker,46.997916,0,0,1,1,90.97,73.07,xray,11.34,4,2,13,8,0.67,84.06,52.87,6.7,13.51,-2.24,-169,0.678034
1274,CCM,green,electronic,joker,58.743822,0,0,0,1,81.16,41.28,whiskey,78.25,5,8,21,1,0.501,89.64,59.57,6.91,8.14,-0.14,-126,0.119414
1275,TRUE,black,country,mentor,58.721044,0,1,1,0,45.14,58.28,alpha,62.68,1,8,32,8,0.865,88.47,58.16,7.03,4.73,-1.54,-15,0.055958
1276,CCM,black,hip hop,quiet,66.638208,0,1,0,1,48.81,67.41,zulu,80.54,3,1,54,2,0.954,86.44,55.73,7.35,8.69,-0.93,-170,0.918439
1277,Bauer,green,metal,joker,79.980936,0,1,1,0,45.98,24.77,uniform,49.68,1,3,49,2,0.731,84.64,53.57,5.47,10.47,-2.92,-53,0.021497
1278,Bauer,white,electronic,planner,,0,1,0,1,52.29,53.02,mike,79.93,2,6,36,4,0.685,83.07,51.68,7.07,7.27,-2.96,-118,0.192582
1279,Bauer,black,rock,hype,48.397682,0,1,0,1,55.08,83.76,alpha,33.57,5,4,23,2,0.889,83.94,52.73,6.04,8.97,-4.34,-19,0.297165
1280,Sherwood,black,hip hop,quiet,52.353538,1,0,0,1,60.13,90.95,foxtrot,40.13,4,2,50,3,0.874,81.83,50.2,6.89,16.85,-4.02,-21,0.743714
1281,Sherwood,blue,hip hop,mentor,36.316708,0,1,1,0,61.42,50.02,uniform,51.29,3,7,6,5,0.596,85.33,54.4,7.08,4.38,-9.04,-132,0.157303
1282,Bauer,red,electronic,planner,37.337289,0,1,1,0,71.2,62.95,foxtrot,35.51,2,7,9,2,0.423,109.03,82.84,7.74,12.82,-1.35,-164,0.302715
1283,CCM,black,country,joker,61.230794,0,0,0,0,71.71,85.69,alpha,63.71,4,4,44,9,0.808,89.5,59.4,6.21,17.12,-3.14,-36,0.793974
1284,Sherwood,black,rock,mentor,53.880459,0,1,1,1,96.33,91.73,papa,35.29,0,2,50,6,0.851,80.98,49.18,8.48,10.87,-3.18,-80,0.084564
1285,CCM,black,electronic,quiet,47.676265,0,1,0,1,53.43,49.79,tango,44.76,3,4,50,4,0.674,88.4,58.08,7.48,15.02,-9.21,-15,0.911279
1286,TRUE,green,rock,joker,41.843109,0,1,1,1,87.6,73.38,charlie,40.36,5,5,45,4,0.686,83.35,,6.09,6.82,-1.14,-163,0.667542
1287,Bauer,green,electronic,planner,53.924061,0,1,1,1,78.7,49.98,india,71.19,0,1,39,5,0.508,83.96,52.75,8.59,4.8,-2.67,-134,0.376926
